X,Y,u_1,d_u_x
-15905035.001989009,1003983.5077760578,-25254155.136202063,8.13032425057443
-12495627.296325536,-911321.9433101404,-55032528.59408247,9.524788376899116
-14281542.20243828,30329.64785426168,-39029655.08694663,8.691520193185715
-10021771.156364216,-66098.96246240595,-81219922.31550552,11.578656802644277
-8968450.957236217,598215.1929038547,-93809931.65246467,12.778841845015608
-7938795.055878379,1122323.8499163557,-106953276.29775836,14.135956835853476
1130785.5531553328,-7923211.090943288,-107157457.94289996,-1.9511496210652504
653761.8574116305,-8942018.743921563,-94101390.32453722,-0.884435658054859
75996.04441413148,-10012550.67939691,-81325903.5121694,-0.0798514015965156
-1105666.3416769088,-12905334.181708498,-51073406.41747687,0.6082745958364292
-509286.6537144964,-11322611.11189808,-66871921.15371028,0.3962893288669402
-61414.39614766659,-14317318.18434374,-38718911.17029229,0.0255086086084048
967934.5026271387,-15901322.146782504,-25293349.202934694,-0.2380778293212636
1988840.5407595967,-17507161.29698967,-12316649.251764908,-0.2326777221507612
3017842.105263209,-19113000.0,0.0,0.00016688254844510195
-17505463.902033955,3998113.13680257,-11645700.254596995,7.297224714001778
-19113000.0,5029736.842105176,0.0,6.910490240358264
-17493573.803524036,6014457.92488641,-10656211.047717994,6.620133945045346
-19113000.0,7041631.578947272,0.0,6.154603868019923
-15908333.670497784,2988088.9478142555,-24275370.401753586,7.803733770331985
-11348774.095283449,535520.5342945654,-66590363.52489859,10.347055157888532
-14323351.971582994,2024385.0807319768,-37872557.2872323,8.472697074880159
-12791544.31105029,1065680.0871899305,-52155506.5605079,9.336613935904548
-10064746.448694171,1328179.001593006,-79813928.44598399,11.326243330619766
-8836739.755219847,1867856.0695531024,-93375199.32628033,12.44449282353756
-7708713.557838444,2238009.8315076022,-106930518.59409624,13.665614805820423
2249386.250571268,-7684257.09174522,-107221005.04155648,-3.885475248840612
4004586.406387785,-17494576.469669566,-11722246.509213118,-0.4463583903424792
5029736.842105305,-19113000.0,0.0,0.0005520761448491266
1904422.639879387,-8777954.765492454,-94015696.78275344,-2.571692400594405
1416564.1660667118,-9915635.116414277,-81385476.8290246,-1.4991851990721965
847636.1606557997,-10877854.185390914,-71363433.14942954,-0.7319058525882838
915663.4348815512,-12495450.626181671,-55031465.83712912,-0.5511392066911708
1960695.7069085203,-14258394.194900468,-38472368.56155777,-0.766053863161134
2982378.3099940284,-15883417.949441284,-24473881.12805177,-0.7093522761939645
6021488.731806934,-17491075.849095065,-10668399.06282957,-0.6157221563014105
7041631.578947405,-19113000.0,0.0,0.0006988547251290574
-17488418.24333515,8027674.744215112,-9323094.677284194,5.76506529377095
-19113000.0,9053526.315789364,0.0,5.251933558534726
-17498802.083797757,10027652.62629735,-7725117.909818441,4.8005599232339655
-19113000.0,11065421.05263146,0.0,4.257332684089171
-15884551.36817384,4991140.463483331,-22634811.14304978,7.193807508740456
-15860002.439214228,7010300.822679949,-20267117.93024108,6.358446935303846
-14292790.364413423,4010405.3699190263,-35891366.850866646,7.9184884662693875
-11337934.067108646,2201289.147406424,-64950835.17078974,9.976547094344978
-12752735.318058517,3091181.711266075,-50193911.24389599,8.840681032367476
-9847144.162552409,2804437.082918484,-79119583.84950386,10.841776684613862
-8492439.61525709,3115821.7007107995,-93412592.96837027,11.86969049717159
-7309892.812640908,3306838.9142201287,-107130937.88199198,12.927884305252844
3318003.466288776,-7277537.071698277,-107485295.74868928,-5.763371987104551
3149615.0238420726,-8450689.140735822,-93766258.642654,-4.231565150155517
5001731.972146095,-15874678.180603229,-22694147.01321285,-1.1036653425236855
2826521.3291859,-9750967.200861815,-80102304.56012966,-2.9154818197813506
2191046.9648534223,-11132465.123422002,-67032673.38157789,-1.726371510700221
2981479.8722398765,-12678613.29784896,-51032002.095507056,-1.6363109174246675
3995086.7258567545,-14265082.34775081,-36133252.21431807,-1.456319833288264
8039616.234843746,-17494113.30183582,-9281520.610821338,-0.7327382606316514
9053526.315789502,-19113000.0,0.0,0.0006323589834617375
7018673.737102104,-15864294.447381657,-20228181.803150658,-1.3952494815065295
10054833.35202093,-17512815.287283614,-7636239.780254907,-0.7960284304545985
11065421.052631604,-19113000.0,0.0,0.0004378790852466175
-17502442.78100336,12004181.262974394,-6084057.371041246,3.784675887807724
-19113000.0,13077315.789473556,0.0,3.2130952960340142
-17524042.12397887,13913983.9867328,-4405630.640578925,2.775099883786797
-19113000.0,15089210.52631565,0.0,2.147112826538093
-15875184.891173365,9016646.66118461,-17185404.08532959,5.38418982563551
-15906449.548425918,10997219.677999672,-13826503.572577482,4.35071621415536
-14242285.367224596,6019480.164747392,-32791178.077739995,7.080140904315879
-14220532.52483568,8023625.093869602,-28576694.77045673,6.06006989134806
-12652395.133546865,5059213.158735335,-46898715.89737183,7.992113909518939
-11017061.480907133,4151893.630344837,-63426783.67263039,9.214002897195549
-9330764.912771132,4156439.915801039,-79766637.41939335,10.22917659088009
-7931334.413778622,4270075.79090396,-94124312.7142817,11.109933738621596
-6761590.634062475,4313106.303807363,-107307302.62292616,11.91426194405909
4314129.048629397,-6727747.275370531,-107702711.846995,-7.539815167509935
4289893.996038653,-7860510.721742663,-94796019.23777172,-5.892011433078746
4181059.546084128,-9227476.918227108,-80719511.0575154,-4.370724926987075
6009089.649392422,-14249991.635853406,-32757319.053235717,-1.9809291807654623
4116524.1616725232,-11001163.61166014,-63681130.1092149,-3.028470382542443
5039061.0856419485,-12648198.292394042,-46982856.21605364,-2.507219845975152
9039854.013898611,-15888557.565684916,-17077082.334146976,-1.567354462585557
8024222.19880001,-14257518.33108649,-28351214.137649037,-2.316768099740682
12070943.745621933,-17513495.11220836,-5986626.382602654,-0.8334665966607525
13077315.7894737,-19113000.0,0.0,0.0002557832891090979
11066602.893662028,-15913797.960029189,-13679907.179709328,-1.6539201956479628
14077282.00539476,-17559514.63839371,-4172561.6365127177,-0.8247943838050862
15089210.5263158,-19113000.0,0.0,9.776256966986808e-05
-17303025.168249752,16063113.971380956,-2947297.4516358823,1.6289351192475263
-19113000.0,17101105.263157748,0.0,1.0740718488511798
-17734300.6733594,17805943.224114895,-962141.0797762736,0.6979023092631709
-19113000.0,19113000.0,0.0,-4.27314447681848e-06
-15868228.45551782,12912083.320088273,-10736589.278559746,3.325457120699813
-15993854.679868037,14510224.720250338,-7667553.399672824,2.463485118912645
-14290157.31848224,10006634.535128634,-23394027.596866146,4.964943837053519
-14334164.854621714,11999115.761275496,-18181500.89533535,3.85169191954521
-12543695.971404588,7046053.532068366,-42072471.439332575,6.894634840475881
-12606529.799955878,8982462.652786776,-35352235.617354125,5.697416486127056
-11053021.162999704,6036691.287032901,-56592979.21496028,7.942298236506911
-9813964.84685349,5359573.576889869,-69836083.469613,8.934911187775587
-8560345.150577411,5459836.817289514,-80807558.90424739,9.384909745604151
-7302539.7992668515,5375166.811742534,-93561489.73287724,10.014156549681376
-6076113.378523193,5233362.897734965,-107400970.09295036,10.65524251950535
5224852.631096828,-6052661.745655651,-107728430.40857606,-9.168468834192408
5381039.809340483,-7201511.278299585,-94531779.05295812,-7.386203491176702
5521118.448782045,-8483410.03954917,-81172473.98322791,-5.860964384762812
5379393.686893778,-9815406.474653492,-69733788.22424632,-4.5219780083922885
7047933.590316664,-12642285.51294496,-41388316.5052238,-3.063286978162593
6107876.418019633,-11069143.536042074,-56192705.46797388,-3.8358495060333024
10030550.28491951,-14291439.213857628,-23328239.42400458,-2.484929798737387
9034555.147815635,-12649967.128931489,-34929388.09246265,-3.3577063745936084
13077581.329679674,-15915735.099481516,-10298233.794895232,-1.6957757105878866
12055995.873928595,-14331298.416679632,-18047856.4941568,-2.544529656228846
15076966.977327012,-16080354.353397708,-6537144.723594748,-1.619557492383924
16071684.568007858,-17621507.47849232,-2421714.104822902,-0.7959907253736841
17101105.263157904,-19113000.0,0.0,1.5544746930107323e-05
17747388.923175473,-17801964.830266017,-955910.0252738752,-0.7000259194881154
19113000.0,-19113000.0,0.0,4.254186763696932e-06
-15123520.993864654,15918359.27634374,-6807414.379641115,1.706623179657534
-16041372.935389344,17639496.88603576,-2416336.6871031425,0.7863520748408845
-17101105.263157904,19113000.0,0.0,-1.4080891977297227e-05
-14166087.265731225,14016344.134082764,-13486382.780201389,2.737571430434231
-12686811.626678605,11012536.62710508,-27979030.13840932,4.463582233430702
-12857871.894909756,12633169.009503432,-21745628.523297094,3.514288355278569
-11192600.134376904,9957623.284996646,-39289841.16537327,5.180394201559468
-10738577.35345978,7997757.558567966,-50663647.96983671,6.590156481408575
-9539203.594265878,6586128.219148602,-66189044.38040829,7.959572125345306
-9741645.31711938,9385546.432795452,-49903872.59696335,5.626744123581583
-5262959.640117412,6045208.089788517,-107458121.12081252,9.192106060953774
-7981664.790737808,6606523.073312487,-78750147.1918676,8.302780937856133
-6504190.427921606,6368095.987406911,-93202734.45432083,8.78199522697459
6034897.821801793,-5253756.447675858,-107652288.37211694,-10.629635270135946
6339947.819753554,-6346568.891461904,-94834717.2803314,-8.814157068082663
6607658.658881837,-7683978.587775631,-81220471.55843143,-7.079760749589412
6991198.930706015,-9328575.902005889,-65676526.39098118,-5.470236620158898
8073147.052886863,-10979231.422593923,-48755427.042126894,-4.33929650219357
10962071.581412164,-12707495.880734058,-28060853.835700262,-3.4459560342801443
10078049.9413459,-11062020.129158478,-39431828.01322266,-4.449502485872985
12685715.601090925,-12830305.684077546,-21663818.366720933,-3.4017862344410994
14117697.274126649,-14095950.460366204,-13405370.440605806,-2.69381127330173
15980238.377509303,-14596628.830005208,-7556666.94120458,-2.4170763768918837
17338154.784711584,-16061211.409680024,-2891883.312589552,-1.629955117698913
19113000.0,-17101105.263157748,0.0,-1.0740792332033438
-13144754.15802732,15777482.289862514,-10626774.43009161,1.7710188973581176
-14119086.14203154,17470891.227515947,-4374365.818745702,0.8720772055314244
-15089210.5263158,19113000.0,0.0,-0.0001238750990696739
-12050422.915943917,14091673.102591231,-18978993.45584094,2.677734794654059
-11042134.30768948,12241079.89477726,-29861822.75352592,3.728324010847371
-9586720.085640574,10937377.860302364,-42289876.70117068,4.5128898529737445
-8626414.995465357,8207558.068130484,-63548710.06071733,6.633672171326935
-8565487.531315604,9814383.24664308,-53835873.48229283,5.269736312875405
-4340703.057577273,6732731.888144596,-107443026.54079844,7.551711457663504
-5462725.221730095,7200339.553448029,-93938073.7439576,7.421762573515409
-6844496.173972022,7690897.404326359,-79483925.33024852,7.107302644102468
6726212.455174682,-4345091.466749333,-107487391.2537046,-11.887313182957248
7186591.500473194,-5410294.319166079,-94465018.63349354,-10.01364466755824
7697279.677225482,-6609984.144974481,-81092761.8286265,-8.348513913692809
7911732.783379505,-7902683.221057037,-70401629.92875226,-6.932978418814751
9179441.405671176,-9123551.987003189,-54588961.63549721,-5.8443236479449
10994789.14205156,-9634828.34581302,-41762096.650596105,-5.405370410999491
12222826.560527708,-11054119.75261234,-29898544.962743603,-4.453441613774489
14118619.934890917,-11975711.359612525,-19074761.547938857,-3.869335967488272
15828762.824460106,-12941619.479309298,-10816460.002467426,-3.309890753488027
17477462.30279727,-13970733.149344416,-4485670.098836348,-2.745129035277175
19113000.0,-15089210.52631565,0.0,-2.1470770270533444
-11083257.330876878,15787008.553950133,-14198409.926708728,1.7216614549477514
-12091273.489698865,17456757.741693977,-6181842.101537128,0.8633180618307735
-13077315.7894737,19113000.0,0.0,-0.000337025994939566
-10082744.888060736,14117315.380310675,-24056486.573727097,2.5845947581650366
-9037163.815620044,12513256.23359174,-35696073.642853744,3.4425095410984965
-7835489.363434571,10997129.24306598,-49663610.16129404,4.290430789010087
-6985233.335641606,9409934.891890915,-65085846.332623295,5.395122390081456
-3327317.8520087465,7276756.143468632,-107441651.67424466,5.776409720547133
-4339480.830262695,7894927.769513497,-94122823.6817492,5.887146302214251
-5560930.865217991,8512035.944467325,-80673222.33904423,5.847364800552818
-2246721.621533422,7663397.168727741,-107516985.83477975,3.901790742186435
7284504.716540774,-3341467.821286561,-107259911.93362504,-12.909005514013309
7893143.719796559,-4341744.9651275445,-94129126.97042328,-11.050351674615351
8506906.578203522,-5549823.008605317,-80785251.56231762,-9.313717130284584
9289634.939911691,-6964428.416942115,-66121886.92474847,-7.682287388972463
10917720.280025093,-7993289.409440213,-49504676.79597989,-6.565891843852991
12521104.28803578,-9019675.931756416,-35711575.578629255,-5.684820310928363
14094119.122380655,-10058679.327589396,-24233452.422853444,-4.949411806586323
15801896.719809758,-11015343.231719906,-14250534.00101298,-4.344478573688467
17466816.27255294,-12019549.911354186,-6205736.591829219,-3.776992709785585
