X,Y,u_1,-du_dx
-5142505.32943832,-2087639.4193426936,-56457546.54300318,12.110957969726464
-1369281.9154569258,-5378912.225655232,-56045410.02947605,2.7752490869691857
-525939.8572225601,-5544978.984205964,-55478282.751423664,1.0525762882322645
-5388947.774634809,-1253153.7730615907,-56224869.30686242,12.891184983177906
-5542507.283445461,-409187.5507499939,-55620835.82619917,13.36932888532698
365773.5890654976,-5564908.47406151,-55354232.23633256,-0.7331541136793575
-5523240.196495518,456668.284795449,-55836693.06420066,13.316309501718854
-5401527.962000691,1345201.9000374365,-55820333.436140604,12.91053768662494
1222773.3788284117,-5410027.747335695,-56028549.18901605,-2.4734541290832035
-5092122.180990998,2173302.311017492,-56687150.55472007,11.964084926233888
2074499.093781745,-5132574.395992186,-56634135.47081816,-4.27933569443267
-4710118.955765604,2931349.6879401305,-56987664.8253889,10.827874868829774
2834132.514672959,-4703893.167748795,-57649317.23520976,-6.004343368766086
-4180376.5315350434,3645063.1808743514,-57280932.13405555,9.351973189938706
3552027.8498805165,-4199039.85075384,-57835925.72154261,-7.738291809054615
-3551398.140201306,4241955.042220737,-57433989.95705689,7.723483810391322
4178181.648906633,-3610127.125904445,-57578111.39546386,-9.357503436481908
-2836054.7743403176,4722550.798195006,-57435006.49094326,6.002860601080436
4707302.718402818,-2922594.8359187725,-57072533.44720412,-10.823157925386177
-2047934.9083385183,5147389.175933305,-56567661.04839926,4.220660261111835
5041658.883249239,-2195447.1570525877,-57187630.60538144,-11.83122989996959
-1233165.8210186402,5366195.6744710645,-56568041.68071687,2.500786792871485
5347741.419581089,-1387508.247621705,-56393901.69303732,-12.764784957763288
-387354.9159322804,5524995.272068796,-55872191.992089234,0.7781260910996313
462437.07213729137,5470123.721246677,-56535276.02226006,-0.9298753979738692
5478878.371775481,-498905.8487034176,-56384573.03364966,-13.197629600431313
5505772.225324662,352498.96536042937,-56153838.03845967,-13.275310176920678
1322381.0906196232,5362317.881514047,-56386664.71282823,-2.68276299699172
5378814.309763048,1203886.0879702913,-56478215.57398254,-12.87158826671188
2133253.34427338,5071882.221148744,-57107537.92701996,-4.41544407173929
2934395.1186096086,4671373.822688116,-57386557.87106123,-6.2310070031882345
3612836.61324609,4148191.947465941,-57836354.0933839,-7.891316873191482
4251273.293383933,3523807.7287717266,-57557304.36947387,-9.556309049002564
5124090.940318139,2032626.465300226,-56914184.62170607,-12.076298086918618
4753922.985184308,2799607.6449345965,-57309340.90443047,-10.971921735680128
-2948139.5235013342,-3945838.9410615135,-64452165.88092601,6.445979250826042
-3390951.4026100296,-3338895.81353905,-66333722.75385214,7.593978265661287
-4049246.195566242,-2860790.50076311,-64062646.71730329,9.252874588652611
-2403101.965883779,-3173687.605296586,-73947623.20093393,5.361068275713763
-2199507.3026174093,-4221010.21586545,-66046230.47337284,4.731824958970712
-1590894.9082564693,-4633101.586675443,-64231176.24603467,3.3502013111544957
-4253016.132751321,-2098083.117937531,-66199060.24689435,9.90156599130037
-4689743.929893022,-1469004.499748223,-63999997.242367074,11.08448323115444
-3275012.437905766,-2272370.083444928,-73879281.33816467,7.521355469325779
-2185905.5809409544,-2030636.21957231,-81864545.98725392,4.999653425394353
-1490851.7164199308,-2639278.8095124853,-81500579.87788062,3.355377871443189
-1387342.1030419152,-1723457.7537972557,-86449635.30466475,3.1762398481569107
-1327990.862755144,-3761894.844228717,-73646120.01945435,2.88937763961768
-764040.6088613175,-4688392.761536945,-65665281.38912165,1.5999947600450095
-83073.07482188553,-4944356.50614072,-63322882.64274861,0.171880463986298
-828967.1470879541,-2183489.795134257,-85781379.62993225,1.8798204238949052
-3789178.039120298,-1166448.398985106,-73842972.633171,8.89194562563849
-4693679.008465361,-723675.0163187305,-65669003.2162356,11.172398501327589
-4945005.818945048,31048.989808105896,-63321305.81801809,11.836168286368157
-2713734.6821425105,-1226238.467534251,-81846624.12047845,6.300901394331871
-1845081.584441544,-1148803.341917526,-86640565.91636509,4.2630263172287295
-3004245.0283830967,-300880.0039125901,-81487972.91866213,7.034510616405567
-1106319.3513594908,-955709.380444336,-89623400.08636342,2.5526232659543617
-571764.0047287667,-1399676.9901581488,-89447796.72112964,1.3116563062359905
-582048.3056101018,-2961002.230488613,-81513557.57682766,1.2958342441139377
-119169.6135692652,-3993108.390079876,-73429625.62578525,0.2558791275254975
675659.0206508386,-4697327.35666978,-65698524.65368957,-1.415039370796312
1433313.8815933394,-4693181.18119265,-64070542.81425665,-3.008616164816528
-112371.65066995716,-2193666.2784676454,-86493714.18382014,0.2543820877300514
-3973261.052563519,76995.51305856273,-73625493.23579694,9.39619738756114
-4694374.806256539,756716.4626043693,-65610093.39229137,11.171693971130583
-4655094.622366365,1565992.8329493343,-64072997.33620887,10.98330023761875
-2172237.232656815,-431739.92192363273,-86405801.70539002,5.053014074530258
-1504950.5565075788,-525038.3082333698,-89152400.97581662,3.486964314685994
-2955383.528322012,658162.2210988367,-81447331.29498671,6.906596127830633
-2354843.944825629,205386.7761435636,-85606529.77993229,5.487713570242382
-926260.3553685216,-236961.9069399664,-91033569.00919317,2.1438811441491032
-442754.9866449168,-644146.0751496991,-91384658.0285487,1.0223607772896888
-16124.115064211048,-974516.6265179182,-90991758.96997193,0.0374690538325808
202372.14271016535,-1489151.452327193,-89476001.96779393,-0.4636826094617339
388369.965439663,-2993076.04984368,-81499274.13714705,-0.8641302987683767
1105110.2058078474,-3843093.433655698,-73511238.05627578,-2.39668673503276
2030951.023941588,-4217812.047378056,-66843938.43709909,-4.364680124319039
717807.4452572513,-2135601.1528539797,-86216446.9041679,-1.6284925450880177
-3732811.914539056,1285736.5635398778,-74021597.40641724,8.741973830648876
-4215735.719739804,2185365.187215089,-66164618.99806631,9.79398371511144
-3947729.149879941,2941790.201593275,-64476032.08195193,8.99164988661441
-2621072.475651497,1573310.8221558123,-81326780.10206461,6.0548455325552455
-1568343.3062442802,195354.50758899533,-89198348.2325883,3.6387030865542416
-2071948.7881968748,863253.2486888223,-86266203.7548564,4.804530005741772
-845883.8160412911,369748.0231775435,-91105527.4231662,1.9564804640163205
-1815935.060198618,1542584.517278738,-85552657.1536501,4.175293493604134
-134719.60759720352,124178.86306127606,-92051950.46213232,0.3114862360010697
146913.15535109042,-522471.515430685,-91750174.31571646,-0.3393445379381375
546327.1817033608,-865958.8299195692,-90879301.23558104,-1.2596851150164596
918226.943084078,-1376080.7879810857,-88931162.94090877,-2.108568510903974
1323470.4376949852,-2831264.3514143336,-80812355.25814496,-2.9625403982941783
1996889.140298776,-3436296.821324074,-73934872.61393087,-4.408713045661558
2713013.824071585,-3838536.508697109,-66861754.83733458,-5.941927941701612
1587234.788253673,-1930001.083842801,-84901706.98564427,-3.624740508907833
-3158031.763864201,2419541.527706182,-73972541.62595546,7.221327607050649
-3330358.676485945,3383236.146157568,-66455892.44898623,7.44323683845715
-2808375.7815140355,3992398.108720296,-64908772.43950556,6.122238721110913
-1993363.690594986,2298415.929390412,-81457802.27189262,4.529415037321826
-1120294.9238586258,1005205.128402274,-89475742.6212611,2.5834896448836986
-479800.887137825,760963.5237751381,-91155500.74712628,1.1072236741031845
-1168671.44380753,1894826.910287884,-86373079.72929226,2.6662340470072152
36749.67895381052,843831.5041633986,-91265543.89718927,-0.0849408134117254
499521.168778643,562552.2229266982,-91436704.22695366,-1.153661824489939
716553.1300368321,-155275.19012323022,-91469116.21749972,-1.657867890864315
1077955.4767739607,-753723.8573290454,-90092463.05117412,-2.490888410143222
1593361.255993068,-1104155.6563732035,-87754956.83203827,-3.678248627098063
2146570.9662489686,-2649308.301839621,-78751569.88029708,-4.845271679218619
3354166.863603088,-3355188.225536682,-66489565.448130846,-7.505202132993155
2634070.7903259136,-3190773.812745417,-72524720.09475903,-5.8842492017938905
2109564.411073591,-1453462.0372542478,-84530107.0901039,-4.864202512545551
2337730.3142787744,-1966860.719258162,-81368241.14843617,-5.358439014260247
3926711.0356983626,-2914369.053838251,-64840080.015317775,-8.94788574876814
-2265150.72015818,3268935.8438912365,-73961330.37703909,5.033833043775386
-2098829.3347167936,4246253.524303374,-66262633.83472348,4.50745533147309
-1207553.482059803,2784585.852886956,-81445323.49939044,2.705093979705755
-334949.64728971233,1461882.6722153258,-89487703.2794539,0.7676425839268194
-550586.1955455126,2279712.2657907293,-85717171.54008219,1.2457532091617491
588297.8987970812,1330147.116610631,-89645460.43548706,-1.3506759653788438
1264026.7238661065,634670.1857689747,-89778798.69255517,-2.924502922694882
1615308.8730524653,-267148.82224813825,-88986954.79830714,-3.747951522583775
2251888.7000616887,-844521.2245319644,-85399731.52020745,-5.228756380126964
3133987.6812789785,-2377056.1871572207,-74373126.82368599,-7.172015373118062
2777665.278486007,-1421790.8770054164,-80858808.37633742,-6.437240723369018
4153810.4408913376,-2213477.777313198,-66633087.49728727,-9.637732545739626
-1457966.599784391,4714521.244734559,-63758457.13651516,3.0574614524996315
-1152061.2153607886,3796541.310752784,-73813591.57420598,2.5027831662477533
-268092.3273978173,2990041.950956351,-81608386.28567575,0.5974793469331346
166158.0007392713,2200147.042947612,-86443608.92366086,-0.3762613083435855
892622.0610480814,2174787.1144103,-85701145.95527361,-2.024816599145783
1427474.3163224326,1651890.804771595,-86598364.92194849,-3.2719412784647357
2028555.1077378255,1171119.8516008328,-85760198.82949136,-4.690379276486684
2193293.13504176,472433.1070437323,-86257237.61970197,-5.101409124406136
2429313.737228927,-192342.9911542904,-85197203.69836068,-5.663913113548884
3036209.641461294,-600287.2625892073,-80962168.9428248,-7.102801929965195
3768510.469198668,-1305622.4043571956,-73651863.49261628,-8.82791192566352
4628012.050041665,-1606534.8311705354,-64234088.21101867,-10.909891717818534
-687126.2327080538,4681505.234440459,-65858789.89533908,1.4400766136917402
50957.62781550917,4896905.620192662,-63885998.33989586,-0.1055621083742174
68860.58487803007,3944128.339461425,-73899447.15013252,-0.1474140698451058
668814.0900829444,2964686.161471448,-81367159.75097902,-1.488281104674776
1547534.285043655,2568150.0787838865,-81734702.09724636,-3.489250009505996
2283593.7812375776,1961879.2455258167,-81677089.80309856,-5.232768047101343
2783831.4392228336,1146907.5050580385,-81610018.96233548,-6.472445116307708
3049868.336527426,277809.2465541257,-81179353.42657284,-7.144362168504959
3988720.821534076,-103775.77678174364,-73474688.81149052,-9.434644848434852
4675574.111827671,-812483.3295801396,-65728007.05750001,-11.120444589827114
4906725.6140220985,-82793.06904651922,-63766423.90660264,-11.73826375578124
745559.375380652,4669135.829809321,-65908854.62175279,-1.5626400297997425
1303441.4960976604,3723430.1005720794,-74053630.09797911,-2.8388269298980533
2412256.11507061,3129151.7846436235,-74219460.18914579,-5.388548285444307
3242444.264479565,2238160.825312862,-74294565.48760302,-7.449519410900423
3807872.091430629,1130566.4569706612,-73765819.43029271,-8.941198855329946
4676285.48627075,666379.924576069,-65946421.20457912,-11.132554869386368
1551434.175244518,4626139.66008657,-64437762.49245514,-3.267284113119108
2185578.413779896,4181311.659369512,-66499368.07526127,-4.708468286837637
2939571.30685433,3936506.620428897,-64591043.61653964,-6.428761736684291
3383629.2580015827,3294623.9625123106,-66717501.7195543,-7.586964301832611
3993005.6049968502,2791652.395579556,-65005277.2525358,-9.134014545325432
4236795.242324451,2090164.39706152,-66394942.77962083,-9.86295679988597
4642991.206157413,1416628.18490802,-64674492.527190045,-10.974581534670364
