X (m),Y (m),Potencial (J/kg),-du/dx (1/m)
8.6382204980e+06,-1.7423833448e+04,-1.1886507608e+07,-1.3080234644e+01
9.5565000000e+06,-5.0297368421e+05,0.0000000000e+00,-1.2811296166e+01
2.3941872610e+06,7.3357689229e+06,-2.6311254407e+07,-2.5131816141e+00
1.1966988647e+06,7.8338307541e+06,-2.1977380209e+07,-1.0295691901e+00
1.9547147965e+06,7.7435109278e+06,-2.2113801618e+07,-1.6904060308e+00
9.2249623424e+05,8.6372667252e+06,-1.1708123045e+07,-4.1518691492e-01
5.0297368421e+05,9.5565000000e+06,0.0000000000e+00,-1.1796493809e-03
7.4183413543e+06,2.3283862214e+06,-2.5443595393e+07,-1.2460583456e+01
7.8934935044e+06,1.2399832456e+06,-2.1147019833e+07,-1.3140028046e+01
7.7861617672e+06,1.9485193267e+06,-2.1585851087e+07,-1.2598632866e+01
8.7183092577e+06,9.2199042518e+05,-1.0667024727e+07,-1.2834032511e+01
9.5565000000e+06,5.0297368421e+05,0.0000000000e+00,-1.2811475161e+01
3.5933202480e+06,7.0150924876e+06,-2.6238697502e+07,-3.8292358256e+00
2.9817519658e+06,7.3759527561e+06,-2.4240011026e+07,-2.8728059004e+00
2.6255289322e+06,8.0043699347e+06,-1.7753154253e+07,-1.8045644010e+00
1.8696659323e+06,8.5906840179e+06,-1.1703364460e+07,-8.4024092568e-01
1.5089210526e+06,9.5565000000e+06,0.0000000000e+00,-6.6302430472e-03
7.4158221542e+06,2.8852419660e+06,-2.4047836776e+07,-1.1692914141e+01
7.0785191133e+06,3.3446509648e+06,-2.6460688266e+07,-1.1196728799e+01
8.0011260570e+06,2.6101957116e+06,-1.7818859843e+07,-1.1726823527e+01
8.6069447766e+06,1.8898069086e+06,-1.1487551750e+07,-1.2218737310e+01
9.5565000000e+06,1.5089210526e+06,0.0000000000e+00,-1.2333148662e+01
4.7792056612e+06,6.3212323376e+06,-2.7458354874e+07,-5.6414713614e+00
5.3750324716e+06,6.0226846023e+06,-2.6348867296e+07,-6.3487724208e+00
4.2785904718e+06,6.7862184370e+06,-2.5702938576e+07,-4.5619255279e+00
4.1883393512e+06,7.3591140716e+06,-2.0542757834e+07,-3.4932954417e+00
3.5735968571e+06,7.9233149855e+06,-1.6673871541e+07,-2.3433233278e+00
2.9155704701e+06,8.7501161287e+06,-8.8690504336e+06,-9.9324159991e-01
2.5148684211e+06,9.5565000000e+06,0.0000000000e+00,-2.8271840800e-03
5.7637168546e+06,5.4711605750e+06,-2.7679685233e+07,-7.5061723287e+00
6.3133808047e+06,5.1652996226e+06,-2.5327129230e+07,-8.0613747285e+00
6.6129704058e+06,4.5503830236e+06,-2.6040897392e+07,-9.2114098479e+00
7.1527983827e+06,4.0587177519e+06,-2.3031341920e+07,-9.9191141943e+00
7.8535797756e+06,3.4355522847e+06,-1.7735181041e+07,-1.0653049562e+01
8.7114166613e+06,2.9311879327e+06,-9.2809595346e+06,-1.1055209263e+01
9.5565000000e+06,2.5148684211e+06,0.0000000000e+00,-1.1427115150e+01
5.9414319541e+06,6.2227169092e+06,-2.1432230649e+07,-5.9882344839e+00
5.4090872625e+06,6.5120331610e+06,-2.2421147928e+07,-5.3799904175e+00
4.9511468475e+06,7.1315587165e+06,-1.9675483520e+07,-4.1218014278e+00
4.5360446081e+06,7.9719893205e+06,-1.3837107027e+07,-2.5496442492e+00
4.0031837528e+06,8.7506527057e+06,-7.6623367454e+06,-1.2040505250e+00
3.5208157895e+06,9.5565000000e+06,0.0000000000e+00,-6.7384529967e-04
6.4385798143e+06,5.7780909265e+06,-2.0930718588e+07,-6.8443776893e+00
6.5402927967e+06,6.4552292487e+06,-1.6591016360e+07,-5.5505299920e+00
6.9619876629e+06,5.3007507664e+06,-1.9524735442e+07,-7.6933899670e+00
7.3091899498e+06,4.7695720857e+06,-1.8887881314e+07,-8.6012820695e+00
7.9797562140e+06,4.4750914659e+06,-1.3922657684e+07,-8.9519122704e+00
8.7318068368e+06,3.9784015098e+06,-7.8731457126e+06,-9.5915589568e+00
9.5565000000e+06,3.5208157895e+06,0.0000000000e+00,-1.0180788218e+01
5.9593114943e+06,7.0531955524e+06,-1.5941149043e+07,-4.4113146551e+00
5.5074490834e+06,7.9171281352e+06,-1.1670915013e+07,-2.8024904740e+00
4.9953512328e+06,8.7482969559e+06,-6.4226605955e+06,-1.3273349870e+00
4.5267631579e+06,9.5565000000e+06,0.0000000000e+00,5.4878885776e-04
6.7382893221e+06,7.0522306496e+06,-1.2494298379e+07,-4.4466675807e+00
7.1673779172e+06,6.0231081773e+06,-1.4936657836e+07,-6.3288986101e+00
7.1395777896e+06,6.6865910942e+06,-1.2277417539e+07,-5.1130123439e+00
7.8182366048e+06,5.4478272891e+06,-1.2559365221e+07,-7.3020810663e+00
8.7261756411e+06,4.9957037187e+06,-6.5985212084e+06,-7.9733730188e+00
9.5565000000e+06,4.5267631579e+06,0.0000000000e+00,-8.6873784006e+00
6.5802832168e+06,7.8625602100e+06,-8.9044162354e+06,-2.9766151225e+00
6.0226468313e+06,8.7352068291e+06,-5.1032418932e+06,-1.4152822049e+00
5.5327105263e+06,9.5565000000e+06,0.0000000000e+00,5.0913822147e-04
7.3872270158e+06,7.3617049697e+06,-8.4187277271e+06,-3.8895374321e+00
7.8689149674e+06,6.5571367607e+06,-8.9394332270e+06,-5.3229212476e+00
8.7142538810e+06,6.0134280487e+06,-5.2470928145e+06,-6.2422091143e+00
9.5565000000e+06,5.5327105263e+06,0.0000000000e+00,-7.0422959974e+00
7.3663812047e+06,8.1153844290e+06,-5.5761154787e+06,-2.5438632729e+00
7.0031138563e+06,8.7519176680e+06,-3.6251037983e+06,-1.4128293228e+00
6.5386578947e+06,9.5565000000e+06,0.0000000000e+00,3.7359211216e-04
8.1149792551e+06,7.3594623692e+06,-5.5952813792e+06,-3.8886101903e+00
7.9021633548e+06,7.8985692752e+06,-4.8463924667e+06,-2.9313343855e+00
8.7505249713e+06,6.9980305010e+06,-3.6385773827e+06,-4.5183531229e+00
9.5565000000e+06,6.5386578947e+06,0.0000000000e+00,-5.3149132209e+00
7.9782677257e+06,8.6722953059e+06,-2.4648676653e+06,-1.5612222228e+00
7.5446052632e+06,9.5565000000e+06,0.0000000000e+00,1.5199930937e-04
8.6660663711e+06,7.9818699798e+06,-2.4765734330e+06,-2.7822968270e+00
9.5565000000e+06,7.5446052632e+06,0.0000000000e+00,-3.5516170184e+00
8.8615773457e+06,8.8635435835e+06,-8.5060083155e+05,-1.2240839179e+00
8.5505526316e+06,9.5565000000e+06,0.0000000000e+00,6.0750413267e-05
9.5565000000e+06,8.5505526316e+06,0.0000000000e+00,-1.7767018908e+00
9.5565000000e+06,9.5565000000e+06,0.0000000000e+00,8.6207284965e-06
-3.6653799867e+06,-4.1838825573e+06,-5.7086078626e+07,7.9996305643e+00
-4.3064177164e+06,-3.6149230964e+06,-5.6320724096e+07,9.6589723856e+00
-2.9537007264e+06,-4.7209525332e+06,-5.6730788117e+07,6.2596288313e+00
-2.2039637216e+06,-5.0816208447e+06,-5.6673766240e+07,4.5618382359e+00
-4.7875394155e+06,-2.8444769208e+06,-5.6671715197e+07,1.1042499900e+01
-5.1425053294e+06,-2.0876394193e+06,-5.6457546543e+07,1.2110957970e+01
-1.3692819155e+06,-5.3789122257e+06,-5.6045410029e+07,2.7752490870e+00
-5.2593985722e+05,-5.5449789842e+06,-5.5478282751e+07,1.0525762882e+00
-5.3889477746e+06,-1.2531537731e+06,-5.6224869307e+07,1.2891184983e+01
-5.5425072834e+06,-4.0918755075e+05,-5.5620835826e+07,1.3369328885e+01
3.6577358907e+05,-5.5649084741e+06,-5.5354232236e+07,-7.3315411368e-01
-5.5232401965e+06,4.5666828480e+05,-5.5836693064e+07,1.3316309502e+01
-5.4015279620e+06,1.3452019000e+06,-5.5820333436e+07,1.2910537687e+01
1.2227733788e+06,-5.4100277473e+06,-5.6028549189e+07,-2.4734541291e+00
-5.0921221810e+06,2.1733023110e+06,-5.6687150555e+07,1.1964084926e+01
2.0744990938e+06,-5.1325743960e+06,-5.6634135471e+07,-4.2793356944e+00
-4.7101189558e+06,2.9313496879e+06,-5.6987664825e+07,1.0827874869e+01
2.8341325147e+06,-4.7038931677e+06,-5.7649317235e+07,-6.0043433688e+00
-4.1803765315e+06,3.6450631809e+06,-5.7280932134e+07,9.3519731899e+00
3.5520278499e+06,-4.1990398508e+06,-5.7835925722e+07,-7.7382918091e+00
-3.5513981402e+06,4.2419550422e+06,-5.7433989957e+07,7.7234838104e+00
4.1781816489e+06,-3.6101271259e+06,-5.7578111395e+07,-9.3575034365e+00
-2.8360547743e+06,4.7225507982e+06,-5.7435006491e+07,6.0028606011e+00
4.7073027184e+06,-2.9225948359e+06,-5.7072533447e+07,-1.0823157925e+01
-2.0479349083e+06,5.1473891759e+06,-5.6567661048e+07,4.2206602611e+00
5.0416588832e+06,-2.1954471571e+06,-5.7187630605e+07,-1.1831229900e+01
-1.2331658210e+06,5.3661956745e+06,-5.6568041681e+07,2.5007867929e+00
5.3477414196e+06,-1.3875082476e+06,-5.6393901693e+07,-1.2764784958e+01
-3.8735491593e+05,5.5249952721e+06,-5.5872191992e+07,7.7812609110e-01
4.6243707214e+05,5.4701237212e+06,-5.6535276022e+07,-9.2987539797e-01
5.4788783718e+06,-4.9890584870e+05,-5.6384573034e+07,-1.3197629600e+01
5.5057722253e+06,3.5249896536e+05,-5.6153838038e+07,-1.3275310177e+01
1.3223810906e+06,5.3623178815e+06,-5.6386664713e+07,-2.6827629970e+00
5.3788143098e+06,1.2038860880e+06,-5.6478215574e+07,-1.2871588267e+01
2.1332533443e+06,5.0718822211e+06,-5.7107537927e+07,-4.4154440717e+00
2.9343951186e+06,4.6713738227e+06,-5.7386557871e+07,-6.2310070032e+00
3.6128366132e+06,4.1481919475e+06,-5.7836354093e+07,-7.8913168732e+00
4.2512732934e+06,3.5238077288e+06,-5.7557304369e+07,-9.5563090490e+00
5.1240909403e+06,2.0326264653e+06,-5.6914184622e+07,-1.2076298087e+01
4.7539229852e+06,2.7996076449e+06,-5.7309340904e+07,-1.0971921736e+01
-2.9481395235e+06,-3.9458389411e+06,-6.4452165881e+07,6.4459792508e+00
-3.3909514026e+06,-3.3388958135e+06,-6.6333722754e+07,7.5939782657e+00
-4.0492461956e+06,-2.8607905008e+06,-6.4062646717e+07,9.2528745887e+00
-2.4031019659e+06,-3.1736876053e+06,-7.3947623201e+07,5.3610682757e+00
-2.1995073026e+06,-4.2210102159e+06,-6.6046230473e+07,4.7318249590e+00
-1.5908949083e+06,-4.6331015867e+06,-6.4231176246e+07,3.3502013112e+00
-4.2530161328e+06,-2.0980831179e+06,-6.6199060247e+07,9.9015659913e+00
-4.6897439299e+06,-1.4690044997e+06,-6.3999997242e+07,1.1084483231e+01
-3.2750124379e+06,-2.2723700834e+06,-7.3879281338e+07,7.5213554693e+00
-2.1859055809e+06,-2.0306362196e+06,-8.1864545987e+07,4.9996534254e+00
-1.4908517164e+06,-2.6392788095e+06,-8.1500579878e+07,3.3553778714e+00
-1.3873421030e+06,-1.7234577538e+06,-8.6449635305e+07,3.1762398482e+00
-1.3279908628e+06,-3.7618948442e+06,-7.3646120019e+07,2.8893776396e+00
-7.6404060886e+05,-4.6883927615e+06,-6.5665281389e+07,1.5999947600e+00
-8.3073074822e+04,-4.9443565061e+06,-6.3322882643e+07,1.7188046399e-01
-8.2896714709e+05,-2.1834897951e+06,-8.5781379630e+07,1.8798204239e+00
-3.7891780391e+06,-1.1664483990e+06,-7.3842972633e+07,8.8919456256e+00
-4.6936790085e+06,-7.2367501632e+05,-6.5669003216e+07,1.1172398501e+01
-4.9450058189e+06,3.1048989808e+04,-6.3321305818e+07,1.1836168286e+01
-2.7137346821e+06,-1.2262384675e+06,-8.1846624120e+07,6.3009013943e+00
-1.8450815844e+06,-1.1488033419e+06,-8.6640565916e+07,4.2630263172e+00
-3.0042450284e+06,-3.0088000391e+05,-8.1487972919e+07,7.0345106164e+00
-1.1063193514e+06,-9.5570938044e+05,-8.9623400086e+07,2.5526232660e+00
-5.7176400473e+05,-1.3996769902e+06,-8.9447796721e+07,1.3116563062e+00
-5.8204830561e+05,-2.9610022305e+06,-8.1513557577e+07,1.2958342441e+00
-1.1916961357e+05,-3.9931083901e+06,-7.3429625626e+07,2.5587912753e-01
6.7565902065e+05,-4.6973273567e+06,-6.5698524654e+07,-1.4150393708e+00
1.4333138816e+06,-4.6931811812e+06,-6.4070542814e+07,-3.0086161648e+00
-1.1237165067e+05,-2.1936662785e+06,-8.6493714184e+07,2.5438208773e-01
-3.9732610526e+06,7.6995513059e+04,-7.3625493236e+07,9.3961973876e+00
-4.6943748063e+06,7.5671646260e+05,-6.5610093392e+07,1.1171693971e+01
-4.6550946224e+06,1.5659928329e+06,-6.4072997336e+07,1.0983300238e+01
-2.1722372327e+06,-4.3173992192e+05,-8.6405801705e+07,5.0530140745e+00
-1.5049505565e+06,-5.2503830823e+05,-8.9152400976e+07,3.4869643147e+00
-2.9553835283e+06,6.5816222110e+05,-8.1447331295e+07,6.9065961278e+00
-2.3548439448e+06,2.0538677614e+05,-8.5606529780e+07,5.4877135702e+00
-9.2626035537e+05,-2.3696190694e+05,-9.1033569009e+07,2.1438811441e+00
-4.4275498664e+05,-6.4414607515e+05,-9.1384658029e+07,1.0223607773e+00
-1.6124115064e+04,-9.7451662652e+05,-9.0991758970e+07,3.7469053833e-02
2.0237214271e+05,-1.4891514523e+06,-8.9476001968e+07,-4.6368260946e-01
3.8836996544e+05,-2.9930760498e+06,-8.1499274137e+07,-8.6413029877e-01
1.1051102058e+06,-3.8430934337e+06,-7.3511238056e+07,-2.3966867350e+00
2.0309510239e+06,-4.2178120474e+06,-6.6843938437e+07,-4.3646801243e+00
7.1780744526e+05,-2.1356011529e+06,-8.6216446904e+07,-1.6284925451e+00
-3.7328119145e+06,1.2857365635e+06,-7.4021597406e+07,8.7419738306e+00
-4.2157357197e+06,2.1853651872e+06,-6.6164618998e+07,9.7939837151e+00
-3.9477291499e+06,2.9417902016e+06,-6.4476032082e+07,8.9916498866e+00
-2.6210724757e+06,1.5733108222e+06,-8.1326780102e+07,6.0548455326e+00
-1.5683433062e+06,1.9535450759e+05,-8.9198348233e+07,3.6387030866e+00
-2.0719487882e+06,8.6325324869e+05,-8.6266203755e+07,4.8045300057e+00
-8.4588381604e+05,3.6974802318e+05,-9.1105527423e+07,1.9564804640e+00
-1.8159350602e+06,1.5425845173e+06,-8.5552657154e+07,4.1752934936e+00
-1.3471960760e+05,1.2417886306e+05,-9.2051950462e+07,3.1148623600e-01
1.4691315535e+05,-5.2247151543e+05,-9.1750174316e+07,-3.3934453794e-01
5.4632718170e+05,-8.6595882992e+05,-9.0879301236e+07,-1.2596851150e+00
9.1822694308e+05,-1.3760807880e+06,-8.8931162941e+07,-2.1085685109e+00
1.3234704377e+06,-2.8312643514e+06,-8.0812355258e+07,-2.9625403983e+00
1.9968891403e+06,-3.4362968213e+06,-7.3934872614e+07,-4.4087130457e+00
2.7130138241e+06,-3.8385365087e+06,-6.6861754837e+07,-5.9419279417e+00
1.5872347883e+06,-1.9300010838e+06,-8.4901706986e+07,-3.6247405089e+00
-3.1580317639e+06,2.4195415277e+06,-7.3972541626e+07,7.2213276071e+00
-3.3303586765e+06,3.3832361462e+06,-6.6455892449e+07,7.4432368385e+00
-2.8083757815e+06,3.9923981087e+06,-6.4908772440e+07,6.1222387211e+00
-1.9933636906e+06,2.2984159294e+06,-8.1457802272e+07,4.5294150373e+00
-1.1202949239e+06,1.0052051284e+06,-8.9475742621e+07,2.5834896449e+00
-4.7980088714e+05,7.6096352378e+05,-9.1155500747e+07,1.1072236741e+00
-1.1686714438e+06,1.8948269103e+06,-8.6373079729e+07,2.6662340470e+00
3.6749678954e+04,8.4383150416e+05,-9.1265543897e+07,-8.4940813412e-02
4.9952116878e+05,5.6255222293e+05,-9.1436704227e+07,-1.1536618245e+00
7.1655313004e+05,-1.5527519012e+05,-9.1469116217e+07,-1.6578678909e+00
1.0779554768e+06,-7.5372385733e+05,-9.0092463051e+07,-2.4908884101e+00
1.5933612560e+06,-1.1041556564e+06,-8.7754956832e+07,-3.6782486271e+00
2.1465709662e+06,-2.6493083018e+06,-7.8751569880e+07,-4.8452716792e+00
3.3541668636e+06,-3.3551882255e+06,-6.6489565448e+07,-7.5052021330e+00
2.6340707903e+06,-3.1907738127e+06,-7.2524720095e+07,-5.8842492018e+00
2.1095644111e+06,-1.4534620373e+06,-8.4530107090e+07,-4.8642025125e+00
2.3377303143e+06,-1.9668607193e+06,-8.1368241148e+07,-5.3584390143e+00
3.9267110357e+06,-2.9143690538e+06,-6.4840080015e+07,-8.9478857488e+00
-2.2651507202e+06,3.2689358439e+06,-7.3961330377e+07,5.0338330438e+00
-2.0988293347e+06,4.2462535243e+06,-6.6262633835e+07,4.5074553315e+00
-1.2075534821e+06,2.7845858529e+06,-8.1445323499e+07,2.7050939797e+00
-3.3494964729e+05,1.4618826722e+06,-8.9487703279e+07,7.6764258393e-01
-5.5058619555e+05,2.2797122658e+06,-8.5717171540e+07,1.2457532092e+00
5.8829789880e+05,1.3301471166e+06,-8.9645460435e+07,-1.3506759654e+00
1.2640267239e+06,6.3467018577e+05,-8.9778798693e+07,-2.9245029227e+00
1.6153088731e+06,-2.6714882225e+05,-8.8986954798e+07,-3.7479515226e+00
2.2518887001e+06,-8.4452122453e+05,-8.5399731520e+07,-5.2287563801e+00
3.1339876813e+06,-2.3770561872e+06,-7.4373126824e+07,-7.1720153731e+00
2.7776652785e+06,-1.4217908770e+06,-8.0858808376e+07,-6.4372407234e+00
4.1538104409e+06,-2.2134777773e+06,-6.6633087497e+07,-9.6377325457e+00
-1.4579665998e+06,4.7145212447e+06,-6.3758457137e+07,3.0574614525e+00
-1.1520612154e+06,3.7965413108e+06,-7.3813591574e+07,2.5027831662e+00
-2.6809232740e+05,2.9900419510e+06,-8.1608386286e+07,5.9747934693e-01
1.6615800074e+05,2.2001470429e+06,-8.6443608924e+07,-3.7626130834e-01
8.9262206105e+05,2.1747871144e+06,-8.5701145955e+07,-2.0248165991e+00
1.4274743163e+06,1.6518908048e+06,-8.6598364922e+07,-3.2719412785e+00
2.0285551077e+06,1.1711198516e+06,-8.5760198829e+07,-4.6903792765e+00
2.1932931350e+06,4.7243310704e+05,-8.6257237620e+07,-5.1014091244e+00
2.4293137372e+06,-1.9234299115e+05,-8.5197203698e+07,-5.6639131135e+00
3.0362096415e+06,-6.0028726259e+05,-8.0962168943e+07,-7.1028019300e+00
3.7685104692e+06,-1.3056224044e+06,-7.3651863493e+07,-8.8279119257e+00
4.6280120500e+06,-1.6065348312e+06,-6.4234088211e+07,-1.0909891718e+01
-6.8712623271e+05,4.6815052344e+06,-6.5858789895e+07,1.4400766137e+00
5.0957627816e+04,4.8969056202e+06,-6.3885998340e+07,-1.0556210837e-01
6.8860584878e+04,3.9441283395e+06,-7.3899447150e+07,-1.4741406985e-01
6.6881409008e+05,2.9646861615e+06,-8.1367159751e+07,-1.4882811047e+00
1.5475342850e+06,2.5681500788e+06,-8.1734702097e+07,-3.4892500095e+00
2.2835937812e+06,1.9618792455e+06,-8.1677089803e+07,-5.2327680471e+00
2.7838314392e+06,1.1469075051e+06,-8.1610018962e+07,-6.4724451163e+00
3.0498683365e+06,2.7780924655e+05,-8.1179353427e+07,-7.1443621685e+00
3.9887208215e+06,-1.0377577678e+05,-7.3474688811e+07,-9.4346448484e+00
4.6755741118e+06,-8.1248332958e+05,-6.5728007058e+07,-1.1120444590e+01
4.9067256140e+06,-8.2793069047e+04,-6.3766423907e+07,-1.1738263756e+01
7.4555937538e+05,4.6691358298e+06,-6.5908854622e+07,-1.5626400298e+00
1.3034414961e+06,3.7234301006e+06,-7.4053630098e+07,-2.8388269299e+00
2.4122561151e+06,3.1291517846e+06,-7.4219460189e+07,-5.3885482854e+00
3.2424442645e+06,2.2381608253e+06,-7.4294565488e+07,-7.4495194109e+00
3.8078720914e+06,1.1305664570e+06,-7.3765819430e+07,-8.9411988553e+00
4.6762854863e+06,6.6637992458e+05,-6.5946421205e+07,-1.1132554869e+01
1.5514341752e+06,4.6261396601e+06,-6.4437762492e+07,-3.2672841131e+00
2.1855784138e+06,4.1813116594e+06,-6.6499368075e+07,-4.7084682868e+00
2.9395713069e+06,3.9365066204e+06,-6.4591043617e+07,-6.4287617367e+00
3.3836292580e+06,3.2946239625e+06,-6.6717501720e+07,-7.5869643018e+00
3.9930056050e+06,2.7916523956e+06,-6.5005277253e+07,-9.1340145453e+00
4.2367952423e+06,2.0901643971e+06,-6.6394942780e+07,-9.8629567999e+00
4.6429912062e+06,1.4166281849e+06,-6.4674492527e+07,-1.0974581535e+01
